"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-10-25 19:48:51 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
"Czech Rep.","Syrian Arab Rep.",2014,January,5
"Czech Rep.","Syrian Arab Rep.",2014,February,5
"Czech Rep.","Syrian Arab Rep.",2014,March,12
"Czech Rep.","Syrian Arab Rep.",2014,April,2
"Czech Rep.","Syrian Arab Rep.",2014,May,5
"Czech Rep.","Syrian Arab Rep.",2014,June,12
"Czech Rep.","Syrian Arab Rep.",2014,July,3
"Czech Rep.","Syrian Arab Rep.",2014,August,6
"Czech Rep.","Syrian Arab Rep.",2014,September,11
"Czech Rep.","Syrian Arab Rep.",2014,October,8
"Czech Rep.","Syrian Arab Rep.",2014,November,12
"Czech Rep.","Syrian Arab Rep.",2014,December,26
"Czech Rep.","Syrian Arab Rep.",2015,January,6
"Czech Rep.","Syrian Arab Rep.",2015,February,7
"Czech Rep.","Syrian Arab Rep.",2015,March,9
"Czech Rep.","Syrian Arab Rep.",2015,April,4
"Czech Rep.","Syrian Arab Rep.",2015,May,11
"Czech Rep.","Syrian Arab Rep.",2015,June,12
"Czech Rep.","Syrian Arab Rep.",2015,July,7
"Czech Rep.","Syrian Arab Rep.",2015,August,8
"Czech Rep.","Syrian Arab Rep.",2015,September,4
"Czech Rep.","Syrian Arab Rep.",2015,October,38
"Czech Rep.","Syrian Arab Rep.",2015,November,11
"Czech Rep.","Syrian Arab Rep.",2015,December,12
"Czech Rep.","Syrian Arab Rep.",2016,January,6
"Czech Rep.","Syrian Arab Rep.",2016,February,6
"Czech Rep.","Syrian Arab Rep.",2016,March,6
"Czech Rep.","Syrian Arab Rep.",2016,April,7
"Czech Rep.","Syrian Arab Rep.",2016,May,*
"Czech Rep.","Syrian Arab Rep.",2016,June,5
"Czech Rep.","Syrian Arab Rep.",2016,July,15
"Czech Rep.","Syrian Arab Rep.",2016,August,10
"Czech Rep.","Syrian Arab Rep.",2016,September,7
"Czech Rep.","Syrian Arab Rep.",2016,October,6
"Czech Rep.","Syrian Arab Rep.",2016,November,*
"Czech Rep.","Syrian Arab Rep.",2017,January,16
"Czech Rep.","Syrian Arab Rep.",2017,February,*
"Czech Rep.","Syrian Arab Rep.",2017,March,*
"Czech Rep.","Syrian Arab Rep.",2017,April,*
"Czech Rep.","Syrian Arab Rep.",2017,May,13
"Czech Rep.","Syrian Arab Rep.",2017,June,*
"Czech Rep.","Syrian Arab Rep.",2017,July,10
Slovenia,"Syrian Arab Rep.",2010,October,3
Slovenia,"Syrian Arab Rep.",2011,March,1
Slovenia,"Syrian Arab Rep.",2011,June,1
Slovenia,"Syrian Arab Rep.",2011,July,1
Slovenia,"Syrian Arab Rep.",2011,October,7
Slovenia,"Syrian Arab Rep.",2012,March,1
Slovenia,"Syrian Arab Rep.",2012,June,4
Slovenia,"Syrian Arab Rep.",2012,July,3
Slovenia,"Syrian Arab Rep.",2012,August,4
Slovenia,"Syrian Arab Rep.",2012,September,1
Slovenia,"Syrian Arab Rep.",2012,October,11
Slovenia,"Syrian Arab Rep.",2012,November,4
Slovenia,"Syrian Arab Rep.",2012,December,4
Slovenia,"Syrian Arab Rep.",2013,January,17
Slovenia,"Syrian Arab Rep.",2013,February,3
Slovenia,"Syrian Arab Rep.",2013,March,2
Slovenia,"Syrian Arab Rep.",2013,May,13
Slovenia,"Syrian Arab Rep.",2013,June,15
Slovenia,"Syrian Arab Rep.",2013,July,1
Slovenia,"Syrian Arab Rep.",2013,August,1
Slovenia,"Syrian Arab Rep.",2013,September,1
Slovenia,"Syrian Arab Rep.",2013,October,2
Slovenia,"Syrian Arab Rep.",2013,December,1
Slovenia,"Syrian Arab Rep.",2014,January,5
Slovenia,"Syrian Arab Rep.",2014,February,4
Slovenia,"Syrian Arab Rep.",2014,March,3
Slovenia,"Syrian Arab Rep.",2014,April,11
Slovenia,"Syrian Arab Rep.",2014,May,15
Slovenia,"Syrian Arab Rep.",2014,June,8
Slovenia,"Syrian Arab Rep.",2014,July,4
Slovenia,"Syrian Arab Rep.",2014,August,9
Slovenia,"Syrian Arab Rep.",2014,September,10
Slovenia,"Syrian Arab Rep.",2014,October,13
Slovenia,"Syrian Arab Rep.",2014,November,6
Slovenia,"Syrian Arab Rep.",2015,January,1
Slovenia,"Syrian Arab Rep.",2015,June,1
Slovenia,"Syrian Arab Rep.",2015,August,1
Slovenia,"Syrian Arab Rep.",2015,September,1
Slovenia,"Syrian Arab Rep.",2015,November,4
Slovenia,"Syrian Arab Rep.",2015,December,8
Slovenia,"Syrian Arab Rep.",2016,January,*
Slovenia,"Syrian Arab Rep.",2016,February,54
Slovenia,"Syrian Arab Rep.",2016,March,68
Slovenia,"Syrian Arab Rep.",2016,April,*
Slovenia,"Syrian Arab Rep.",2016,May,20
Slovenia,"Syrian Arab Rep.",2016,June,14
Slovenia,"Syrian Arab Rep.",2016,July,10
Slovenia,"Syrian Arab Rep.",2016,August,43
Slovenia,"Syrian Arab Rep.",2016,September,11
Slovenia,"Syrian Arab Rep.",2016,October,*
Slovenia,"Syrian Arab Rep.",2016,November,43
Slovenia,"Syrian Arab Rep.",2016,December,*
Slovenia,"Syrian Arab Rep.",2017,March,35
Slovenia,"Syrian Arab Rep.",2017,April,*
Slovenia,"Syrian Arab Rep.",2017,May,20
Slovenia,"Syrian Arab Rep.",2017,June,13
Slovenia,"Syrian Arab Rep.",2017,July,8
Cyprus,"Syrian Arab Rep.",2010,January,8
Cyprus,"Syrian Arab Rep.",2010,February,1
Cyprus,"Syrian Arab Rep.",2010,March,7
Cyprus,"Syrian Arab Rep.",2010,April,6
Cyprus,"Syrian Arab Rep.",2010,May,7
Cyprus,"Syrian Arab Rep.",2010,June,5
Cyprus,"Syrian Arab Rep.",2010,July,4
Cyprus,"Syrian Arab Rep.",2010,August,13
Cyprus,"Syrian Arab Rep.",2010,September,6
Cyprus,"Syrian Arab Rep.",2010,October,4
Cyprus,"Syrian Arab Rep.",2010,November,11
Cyprus,"Syrian Arab Rep.",2010,December,24
Cyprus,"Syrian Arab Rep.",2011,January,8
Cyprus,"Syrian Arab Rep.",2011,February,8
Cyprus,"Syrian Arab Rep.",2011,March,4
Cyprus,"Syrian Arab Rep.",2011,April,4
Cyprus,"Syrian Arab Rep.",2011,May,12
Cyprus,"Syrian Arab Rep.",2011,June,11
Cyprus,"Syrian Arab Rep.",2011,July,11
Cyprus,"Syrian Arab Rep.",2011,August,11
Cyprus,"Syrian Arab Rep.",2011,September,33
Cyprus,"Syrian Arab Rep.",2011,October,44
Cyprus,"Syrian Arab Rep.",2011,November,26
Cyprus,"Syrian Arab Rep.",2011,December,15
Cyprus,"Syrian Arab Rep.",2012,January,32
Cyprus,"Syrian Arab Rep.",2012,February,14
Cyprus,"Syrian Arab Rep.",2012,March,31
Cyprus,"Syrian Arab Rep.",2012,April,49
Cyprus,"Syrian Arab Rep.",2012,May,52
Cyprus,"Syrian Arab Rep.",2012,June,28
Cyprus,"Syrian Arab Rep.",2012,July,53
Cyprus,"Syrian Arab Rep.",2012,August,72
Cyprus,"Syrian Arab Rep.",2012,September,81
Cyprus,"Syrian Arab Rep.",2012,October,59
Cyprus,"Syrian Arab Rep.",2012,November,57
Cyprus,"Syrian Arab Rep.",2012,December,36
Cyprus,"Syrian Arab Rep.",2013,January,32
Cyprus,"Syrian Arab Rep.",2013,February,54
Cyprus,"Syrian Arab Rep.",2013,March,31
Cyprus,"Syrian Arab Rep.",2013,April,29
Cyprus,"Syrian Arab Rep.",2013,May,60
Cyprus,"Syrian Arab Rep.",2013,June,28
Cyprus,"Syrian Arab Rep.",2013,July,24
Cyprus,"Syrian Arab Rep.",2013,August,65
Cyprus,"Syrian Arab Rep.",2013,September,53
Cyprus,"Syrian Arab Rep.",2013,October,68
Cyprus,"Syrian Arab Rep.",2013,November,51
Cyprus,"Syrian Arab Rep.",2013,December,67
Cyprus,"Syrian Arab Rep.",2014,January,79
Cyprus,"Syrian Arab Rep.",2014,February,59
Cyprus,"Syrian Arab Rep.",2014,March,72
Cyprus,"Syrian Arab Rep.",2014,April,104
Cyprus,"Syrian Arab Rep.",2014,May,70
Cyprus,"Syrian Arab Rep.",2014,June,85
Cyprus,"Syrian Arab Rep.",2014,July,82
Cyprus,"Syrian Arab Rep.",2014,August,77
Cyprus,"Syrian Arab Rep.",2014,September,95
Cyprus,"Syrian Arab Rep.",2014,October,126
Cyprus,"Syrian Arab Rep.",2014,November,74
Cyprus,"Syrian Arab Rep.",2014,December,61
Cyprus,"Syrian Arab Rep.",2015,January,72
Cyprus,"Syrian Arab Rep.",2015,February,43
Cyprus,"Syrian Arab Rep.",2015,March,58
Cyprus,"Syrian Arab Rep.",2015,April,53
Cyprus,"Syrian Arab Rep.",2015,May,60
Cyprus,"Syrian Arab Rep.",2015,June,57
Cyprus,"Syrian Arab Rep.",2015,July,75
Cyprus,"Syrian Arab Rep.",2015,August,52
Cyprus,"Syrian Arab Rep.",2015,September,142
Cyprus,"Syrian Arab Rep.",2015,October,119
Cyprus,"Syrian Arab Rep.",2015,November,96
Cyprus,"Syrian Arab Rep.",2015,December,81
Cyprus,"Syrian Arab Rep.",2016,January,120
Cyprus,"Syrian Arab Rep.",2016,February,108
Cyprus,"Syrian Arab Rep.",2016,March,51
Cyprus,"Syrian Arab Rep.",2016,April,63
Cyprus,"Syrian Arab Rep.",2016,May,54
Cyprus,"Syrian Arab Rep.",2016,June,33
Cyprus,"Syrian Arab Rep.",2016,July,90
Cyprus,"Syrian Arab Rep.",2016,August,83
Cyprus,"Syrian Arab Rep.",2016,September,118
Cyprus,"Syrian Arab Rep.",2016,October,162
Cyprus,"Syrian Arab Rep.",2016,November,197
Cyprus,"Syrian Arab Rep.",2016,December,78
Cyprus,"Syrian Arab Rep.",2017,January,70
Cyprus,"Syrian Arab Rep.",2017,February,160
Cyprus,"Syrian Arab Rep.",2017,March,248
Cyprus,"Syrian Arab Rep.",2017,April,66
Cyprus,"Syrian Arab Rep.",2017,May,44
Cyprus,"Syrian Arab Rep.",2017,June,44
Slovakia,"Syrian Arab Rep.",2010,April,3
Slovakia,"Syrian Arab Rep.",2010,August,1
Slovakia,"Syrian Arab Rep.",2010,September,1
Slovakia,"Syrian Arab Rep.",2011,October,5
Slovakia,"Syrian Arab Rep.",2012,September,2
Slovakia,"Syrian Arab Rep.",2012,November,1
Slovakia,"Syrian Arab Rep.",2012,December,1
Slovakia,"Syrian Arab Rep.",2013,April,2
Slovakia,"Syrian Arab Rep.",2013,May,1
Slovakia,"Syrian Arab Rep.",2013,June,1
Slovakia,"Syrian Arab Rep.",2013,October,8
Slovakia,"Syrian Arab Rep.",2013,November,1
Slovakia,"Syrian Arab Rep.",2014,March,22
Slovakia,"Syrian Arab Rep.",2014,June,2
Slovakia,"Syrian Arab Rep.",2014,September,1
Slovakia,"Syrian Arab Rep.",2014,November,5
Slovakia,"Syrian Arab Rep.",2014,December,4
Slovakia,"Syrian Arab Rep.",2015,March,1
Slovakia,"Syrian Arab Rep.",2015,April,2
Slovakia,"Syrian Arab Rep.",2015,May,2
Slovakia,"Syrian Arab Rep.",2015,October,1
Slovakia,"Syrian Arab Rep.",2016,January,*
Slovakia,"Syrian Arab Rep.",2016,March,*
Slovakia,"Syrian Arab Rep.",2016,August,*
Slovakia,"Syrian Arab Rep.",2016,November,5
Slovakia,"Syrian Arab Rep.",2017,February,7
Slovakia,"Syrian Arab Rep.",2017,June,*
Estonia,"Syrian Arab Rep.",2012,August,4
Estonia,"Syrian Arab Rep.",2013,May,1
Estonia,"Syrian Arab Rep.",2013,July,5
Estonia,"Syrian Arab Rep.",2013,September,1
Estonia,"Syrian Arab Rep.",2013,October,1
Estonia,"Syrian Arab Rep.",2013,November,7
Estonia,"Syrian Arab Rep.",2013,December,2
Estonia,"Syrian Arab Rep.",2014,April,3
Estonia,"Syrian Arab Rep.",2014,September,4
Estonia,"Syrian Arab Rep.",2015,March,2
Estonia,"Syrian Arab Rep.",2015,April,8
Estonia,"Syrian Arab Rep.",2015,May,1
Estonia,"Syrian Arab Rep.",2015,June,2
Estonia,"Syrian Arab Rep.",2015,August,1
Estonia,"Syrian Arab Rep.",2017,February,*
Estonia,"Syrian Arab Rep.",2017,April,*
Sweden,"Syrian Arab Rep.",2010,January,39
Sweden,"Syrian Arab Rep.",2010,February,34
Sweden,"Syrian Arab Rep.",2010,March,39
Sweden,"Syrian Arab Rep.",2010,April,25
Sweden,"Syrian Arab Rep.",2010,May,45
Sweden,"Syrian Arab Rep.",2010,June,31
Sweden,"Syrian Arab Rep.",2010,July,15
Sweden,"Syrian Arab Rep.",2010,August,33
Sweden,"Syrian Arab Rep.",2010,September,26
Sweden,"Syrian Arab Rep.",2010,October,55
Sweden,"Syrian Arab Rep.",2010,November,43
Sweden,"Syrian Arab Rep.",2010,December,42
Sweden,"Syrian Arab Rep.",2011,January,34
Sweden,"Syrian Arab Rep.",2011,February,34
Sweden,"Syrian Arab Rep.",2011,March,42
Sweden,"Syrian Arab Rep.",2011,April,52
Sweden,"Syrian Arab Rep.",2011,May,47
Sweden,"Syrian Arab Rep.",2011,June,51
Sweden,"Syrian Arab Rep.",2011,July,49
Sweden,"Syrian Arab Rep.",2011,August,51
Sweden,"Syrian Arab Rep.",2011,September,64
Sweden,"Syrian Arab Rep.",2011,October,66
Sweden,"Syrian Arab Rep.",2011,November,75
Sweden,"Syrian Arab Rep.",2011,December,81
Sweden,"Syrian Arab Rep.",2012,January,147
Sweden,"Syrian Arab Rep.",2012,February,157
Sweden,"Syrian Arab Rep.",2012,March,143
Sweden,"Syrian Arab Rep.",2012,April,163
Sweden,"Syrian Arab Rep.",2012,May,229
Sweden,"Syrian Arab Rep.",2012,June,351
Sweden,"Syrian Arab Rep.",2012,July,621
Sweden,"Syrian Arab Rep.",2012,August,1134
Sweden,"Syrian Arab Rep.",2012,September,1300
Sweden,"Syrian Arab Rep.",2012,October,1254
Sweden,"Syrian Arab Rep.",2012,November,1156
Sweden,"Syrian Arab Rep.",2012,December,1159
Sweden,"Syrian Arab Rep.",2013,January,1004
Sweden,"Syrian Arab Rep.",2013,February,734
Sweden,"Syrian Arab Rep.",2013,March,752
Sweden,"Syrian Arab Rep.",2013,April,703
Sweden,"Syrian Arab Rep.",2013,May,765
Sweden,"Syrian Arab Rep.",2013,June,730
Sweden,"Syrian Arab Rep.",2013,July,977
Sweden,"Syrian Arab Rep.",2013,August,1180
Sweden,"Syrian Arab Rep.",2013,September,2713
Sweden,"Syrian Arab Rep.",2013,October,2641
Sweden,"Syrian Arab Rep.",2013,November,2136
Sweden,"Syrian Arab Rep.",2013,December,1982
Sweden,"Syrian Arab Rep.",2014,January,1548
Sweden,"Syrian Arab Rep.",2014,February,1544
Sweden,"Syrian Arab Rep.",2014,March,1695
Sweden,"Syrian Arab Rep.",2014,April,1724
Sweden,"Syrian Arab Rep.",2014,May,2200
Sweden,"Syrian Arab Rep.",2014,June,2936
Sweden,"Syrian Arab Rep.",2014,July,3461
Sweden,"Syrian Arab Rep.",2014,August,3470
Sweden,"Syrian Arab Rep.",2014,September,3926
Sweden,"Syrian Arab Rep.",2014,October,3121
Sweden,"Syrian Arab Rep.",2014,November,2261
Sweden,"Syrian Arab Rep.",2014,December,2427
Sweden,"Syrian Arab Rep.",2015,January,1535
Sweden,"Syrian Arab Rep.",2015,February,918
Sweden,"Syrian Arab Rep.",2015,March,917
Sweden,"Syrian Arab Rep.",2015,April,962
Sweden,"Syrian Arab Rep.",2015,May,1170
Sweden,"Syrian Arab Rep.",2015,June,1710
Sweden,"Syrian Arab Rep.",2015,July,2463
Sweden,"Syrian Arab Rep.",2015,August,4746
Sweden,"Syrian Arab Rep.",2015,September,10918
Sweden,"Syrian Arab Rep.",2015,October,12929
Sweden,"Syrian Arab Rep.",2015,November,9591
Sweden,"Syrian Arab Rep.",2015,December,3050
Sweden,"Syrian Arab Rep.",2016,January,1062
Sweden,"Syrian Arab Rep.",2016,February,662
Sweden,"Syrian Arab Rep.",2016,March,346
Sweden,"Syrian Arab Rep.",2016,April,293
Sweden,"Syrian Arab Rep.",2016,May,243
Sweden,"Syrian Arab Rep.",2016,June,235
Sweden,"Syrian Arab Rep.",2016,July,298
Sweden,"Syrian Arab Rep.",2016,August,291
Sweden,"Syrian Arab Rep.",2016,September,330
Sweden,"Syrian Arab Rep.",2016,October,317
Sweden,"Syrian Arab Rep.",2016,November,333
Sweden,"Syrian Arab Rep.",2016,December,321
Sweden,"Syrian Arab Rep.",2017,January,231
Sweden,"Syrian Arab Rep.",2017,February,157
Sweden,"Syrian Arab Rep.",2017,March,209
Sweden,"Syrian Arab Rep.",2017,April,226
Sweden,"Syrian Arab Rep.",2017,May,237
Sweden,"Syrian Arab Rep.",2017,June,707
Sweden,"Syrian Arab Rep.",2017,July,512
Denmark,"Syrian Arab Rep.",2010,January,92
Denmark,"Syrian Arab Rep.",2010,February,103
Denmark,"Syrian Arab Rep.",2010,March,67
Denmark,"Syrian Arab Rep.",2010,April,76
Denmark,"Syrian Arab Rep.",2010,May,80
Denmark,"Syrian Arab Rep.",2010,June,64
Denmark,"Syrian Arab Rep.",2010,July,53
Denmark,"Syrian Arab Rep.",2010,August,64
Denmark,"Syrian Arab Rep.",2010,September,65
Denmark,"Syrian Arab Rep.",2010,October,91
Denmark,"Syrian Arab Rep.",2010,November,27
Denmark,"Syrian Arab Rep.",2010,December,39
Denmark,"Syrian Arab Rep.",2011,January,42
Denmark,"Syrian Arab Rep.",2011,February,17
Denmark,"Syrian Arab Rep.",2011,March,28
Denmark,"Syrian Arab Rep.",2011,April,26
Denmark,"Syrian Arab Rep.",2011,May,15
Denmark,"Syrian Arab Rep.",2011,June,33
Denmark,"Syrian Arab Rep.",2011,July,18
Denmark,"Syrian Arab Rep.",2011,August,45
Denmark,"Syrian Arab Rep.",2011,September,50
Denmark,"Syrian Arab Rep.",2011,October,47
Denmark,"Syrian Arab Rep.",2011,November,53
Denmark,"Syrian Arab Rep.",2011,December,54
Denmark,"Syrian Arab Rep.",2012,January,74
Denmark,"Syrian Arab Rep.",2012,February,52
Denmark,"Syrian Arab Rep.",2012,March,94
Denmark,"Syrian Arab Rep.",2012,April,61
Denmark,"Syrian Arab Rep.",2012,May,50
Denmark,"Syrian Arab Rep.",2012,June,69
Denmark,"Syrian Arab Rep.",2012,July,108
Denmark,"Syrian Arab Rep.",2012,August,105
Denmark,"Syrian Arab Rep.",2012,September,62
Denmark,"Syrian Arab Rep.",2012,October,77
Denmark,"Syrian Arab Rep.",2012,November,91
Denmark,"Syrian Arab Rep.",2012,December,64
Denmark,"Syrian Arab Rep.",2013,January,115
Denmark,"Syrian Arab Rep.",2013,February,67
Denmark,"Syrian Arab Rep.",2013,March,82
Denmark,"Syrian Arab Rep.",2013,April,99
Denmark,"Syrian Arab Rep.",2013,May,93
Denmark,"Syrian Arab Rep.",2013,June,129
Denmark,"Syrian Arab Rep.",2013,July,173
Denmark,"Syrian Arab Rep.",2013,August,155
Denmark,"Syrian Arab Rep.",2013,September,180
Denmark,"Syrian Arab Rep.",2013,October,242
Denmark,"Syrian Arab Rep.",2013,November,210
Denmark,"Syrian Arab Rep.",2013,December,157
Denmark,"Syrian Arab Rep.",2014,January,159
Denmark,"Syrian Arab Rep.",2014,February,143
Denmark,"Syrian Arab Rep.",2014,March,185
Denmark,"Syrian Arab Rep.",2014,April,202
Denmark,"Syrian Arab Rep.",2014,May,273
Denmark,"Syrian Arab Rep.",2014,June,426
Denmark,"Syrian Arab Rep.",2014,July,793
Denmark,"Syrian Arab Rep.",2014,August,1143
Denmark,"Syrian Arab Rep.",2014,September,1965
Denmark,"Syrian Arab Rep.",2014,October,910
Denmark,"Syrian Arab Rep.",2014,November,583
Denmark,"Syrian Arab Rep.",2014,December,403
Denmark,"Syrian Arab Rep.",2015,January,309
Denmark,"Syrian Arab Rep.",2015,February,153
Denmark,"Syrian Arab Rep.",2015,March,152
Denmark,"Syrian Arab Rep.",2015,April,242
Denmark,"Syrian Arab Rep.",2015,May,324
Denmark,"Syrian Arab Rep.",2015,June,483
Denmark,"Syrian Arab Rep.",2015,July,490
Denmark,"Syrian Arab Rep.",2015,August,942
Denmark,"Syrian Arab Rep.",2015,September,1285
Denmark,"Syrian Arab Rep.",2015,October,1470
Denmark,"Syrian Arab Rep.",2015,November,1936
Denmark,"Syrian Arab Rep.",2015,December,818
Denmark,"Syrian Arab Rep.",2016,January,466
Denmark,"Syrian Arab Rep.",2016,February,225
Denmark,"Syrian Arab Rep.",2016,March,79
Denmark,"Syrian Arab Rep.",2016,April,32
Denmark,"Syrian Arab Rep.",2016,May,51
Denmark,"Syrian Arab Rep.",2016,June,42
Denmark,"Syrian Arab Rep.",2016,July,62
Denmark,"Syrian Arab Rep.",2016,August,49
Denmark,"Syrian Arab Rep.",2016,September,58
Denmark,"Syrian Arab Rep.",2016,October,83
Denmark,"Syrian Arab Rep.",2016,November,66
Denmark,"Syrian Arab Rep.",2016,December,38
Denmark,"Syrian Arab Rep.",2017,January,48
Denmark,"Syrian Arab Rep.",2017,February,44
Denmark,"Syrian Arab Rep.",2017,March,74
Denmark,"Syrian Arab Rep.",2017,April,56
Denmark,"Syrian Arab Rep.",2017,May,101
Denmark,"Syrian Arab Rep.",2017,June,89
Denmark,"Syrian Arab Rep.",2017,July,82
Finland,"Syrian Arab Rep.",2010,January,3
Finland,"Syrian Arab Rep.",2010,February,4
Finland,"Syrian Arab Rep.",2010,March,3
Finland,"Syrian Arab Rep.",2010,April,4
Finland,"Syrian Arab Rep.",2010,May,5
Finland,"Syrian Arab Rep.",2010,June,5
Finland,"Syrian Arab Rep.",2010,August,5
Finland,"Syrian Arab Rep.",2010,October,2
Finland,"Syrian Arab Rep.",2010,November,2
Finland,"Syrian Arab Rep.",2010,December,8
Finland,"Syrian Arab Rep.",2011,January,1
Finland,"Syrian Arab Rep.",2011,February,10
Finland,"Syrian Arab Rep.",2011,March,3
Finland,"Syrian Arab Rep.",2011,April,2
Finland,"Syrian Arab Rep.",2011,May,3
Finland,"Syrian Arab Rep.",2011,June,11
Finland,"Syrian Arab Rep.",2011,July,3
Finland,"Syrian Arab Rep.",2011,August,13
Finland,"Syrian Arab Rep.",2011,September,12
Finland,"Syrian Arab Rep.",2011,October,13
Finland,"Syrian Arab Rep.",2011,November,4
Finland,"Syrian Arab Rep.",2011,December,34
Finland,"Syrian Arab Rep.",2012,January,19
Finland,"Syrian Arab Rep.",2012,February,6
Finland,"Syrian Arab Rep.",2012,March,22
Finland,"Syrian Arab Rep.",2012,April,6
Finland,"Syrian Arab Rep.",2012,May,12
Finland,"Syrian Arab Rep.",2012,June,14
Finland,"Syrian Arab Rep.",2012,July,14
Finland,"Syrian Arab Rep.",2012,August,14
Finland,"Syrian Arab Rep.",2012,September,29
Finland,"Syrian Arab Rep.",2012,October,23
Finland,"Syrian Arab Rep.",2012,November,12
Finland,"Syrian Arab Rep.",2012,December,9
Finland,"Syrian Arab Rep.",2013,January,5
Finland,"Syrian Arab Rep.",2013,February,9
Finland,"Syrian Arab Rep.",2013,March,6
Finland,"Syrian Arab Rep.",2013,April,13
Finland,"Syrian Arab Rep.",2013,May,5
Finland,"Syrian Arab Rep.",2013,June,3
Finland,"Syrian Arab Rep.",2013,July,10
Finland,"Syrian Arab Rep.",2013,August,18
Finland,"Syrian Arab Rep.",2013,September,25
Finland,"Syrian Arab Rep.",2013,October,14
Finland,"Syrian Arab Rep.",2013,November,26
Finland,"Syrian Arab Rep.",2013,December,14
Finland,"Syrian Arab Rep.",2014,January,16
Finland,"Syrian Arab Rep.",2014,February,12
Finland,"Syrian Arab Rep.",2014,March,15
Finland,"Syrian Arab Rep.",2014,April,8
Finland,"Syrian Arab Rep.",2014,May,7
Finland,"Syrian Arab Rep.",2014,June,6
Finland,"Syrian Arab Rep.",2014,July,14
Finland,"Syrian Arab Rep.",2014,August,15
Finland,"Syrian Arab Rep.",2014,September,16
Finland,"Syrian Arab Rep.",2014,October,14
Finland,"Syrian Arab Rep.",2014,November,9
Finland,"Syrian Arab Rep.",2014,December,14
Finland,"Syrian Arab Rep.",2015,January,17
Finland,"Syrian Arab Rep.",2015,February,13
Finland,"Syrian Arab Rep.",2015,March,10
Finland,"Syrian Arab Rep.",2015,April,13
Finland,"Syrian Arab Rep.",2015,May,12
Finland,"Syrian Arab Rep.",2015,June,22
Finland,"Syrian Arab Rep.",2015,July,31
Finland,"Syrian Arab Rep.",2015,August,73
Finland,"Syrian Arab Rep.",2015,September,193
Finland,"Syrian Arab Rep.",2015,October,174
Finland,"Syrian Arab Rep.",2015,November,193
Finland,"Syrian Arab Rep.",2015,December,125
Finland,"Syrian Arab Rep.",2016,January,66
Finland,"Syrian Arab Rep.",2016,February,70
Finland,"Syrian Arab Rep.",2016,March,13
Finland,"Syrian Arab Rep.",2016,April,42
Finland,"Syrian Arab Rep.",2016,May,25
Finland,"Syrian Arab Rep.",2016,June,33
Finland,"Syrian Arab Rep.",2016,July,58
Finland,"Syrian Arab Rep.",2016,August,99
Finland,"Syrian Arab Rep.",2016,September,64
Finland,"Syrian Arab Rep.",2016,October,69
Finland,"Syrian Arab Rep.",2016,November,41
Finland,"Syrian Arab Rep.",2016,December,20
Finland,"Syrian Arab Rep.",2017,January,12
Finland,"Syrian Arab Rep.",2017,February,11
Finland,"Syrian Arab Rep.",2017,March,169
Finland,"Syrian Arab Rep.",2017,April,73
Finland,"Syrian Arab Rep.",2017,May,130
Finland,"Syrian Arab Rep.",2017,June,119
Switzerland,"Syrian Arab Rep.",2010,January,30
Switzerland,"Syrian Arab Rep.",2010,February,41
Switzerland,"Syrian Arab Rep.",2010,March,33
